committee_name,person_name,end_date,source_url,organization_id,role,start_date
Portfolio Committee On Mining,Eric Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/830,za.org.pa.www/core_organisation/94,Member,
Mining,Eric Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/830,za.org.pa.www/core_organisation/196,Member,
Private Members' Legislative Proposals and Special Petitions,Eric Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/830,za.org.pa.www/core_organisation/222,Member,
Defence,Eric Mtshali,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/830,za.org.pa.www/core_organisation/173,Member,
Labour,Eric Nyekemba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/877,za.org.pa.www/core_organisation/194,Member,
Public Service and Administration,Eric Nyekemba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/877,za.org.pa.www/core_organisation/229,Member,
Rules of the National Assembly,Erik Johannes Marais,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/743,za.org.pa.www/core_organisation/235,Alternate Member,
Public Enterprises,Erik Johannes Marais,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/743,za.org.pa.www/core_organisation/227,Alternate Member,
International Relations and Cooperation,Ernst Hendrik Eloff,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/620,za.org.pa.www/core_organisation/186,Member,
Premier and Royal Household Committee,Edward Senzo Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1882,za.org.pa.www/core_organisation/738,Committee Member,
SCOPA Committee,Edward Senzo Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1882,za.org.pa.www/core_organisation/736,Alternate Member,
Social Development Committee,Edward Senzo Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1882,za.org.pa.www/core_organisation/747,Alternate Member,
Community Safety and Liason Committee,Edward Senzo Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1882,za.org.pa.www/core_organisation/734,Committee Member,
Sports and Recreation Committee,Edward Senzo Mchunu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1882,za.org.pa.www/core_organisation/749,Alternate Member,
Portfolio Committee On Science and Technology,Eugene Nhlanhla Nqaba Ngcobo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/850,za.org.pa.www/core_organisation/98,Member,
Science and Technology,Eugene Nhlanhla Nqaba Ngcobo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/850,za.org.pa.www/core_organisation/237,Chairperson,
Budget Committee,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/694,Committee Member,
Conduct Committee,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/679,Committee Member,
Public Accounts Committee Alt,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/705,Committee Member,
Standing Committee on Environmental Affairs and Development Planning,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/706,Committee Member,
Standing Committee on Finance and Economic Development,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/695,Committee Member,
Rules Committee,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/681,Alternate Member,
Standing Committee on Human Settlement,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/696,Alternate Member,
Standing Committee on Local Government,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/698,Alternate Member,
Standing Committee on Local Government Oversight,Eugene Jeffrey Von Brandis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1384,za.org.pa.www/core_organisation/697,Committee Member,
Health Committee,Emmanuel Vusumuzi Dube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1883,za.org.pa.www/core_organisation/744,Committee Member,
PMLPPP Committee,Emmanuel Vusumuzi Dube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1883,za.org.pa.www/core_organisation/745,Alternate Member,
Premier and Royal Household Committee,Emmanuel Vusumuzi Dube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1883,za.org.pa.www/core_organisation/738,Alternate Member,
Economic Development and Tourism Committee,Emmanuel Vusumuzi Dube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1883,za.org.pa.www/core_organisation/739,Committee Member,
Quality of Life Committee,Emmanuel Vusumuzi Dube,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1883,za.org.pa.www/core_organisation/746,Committee Member,
Mining,Faith Claudine Bikani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/558,za.org.pa.www/core_organisation/196,Chairperson,
Standing Committee on Auditor General,Faith Claudine Bikani,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/558,za.org.pa.www/core_organisation/240,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NA),Fezile Bhengu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/554,za.org.pa.www/core_organisation/145,Member,
Tourism,Fezile Bhengu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/554,za.org.pa.www/core_organisation/243,Member,
Private Members' Legislative Proposals and Special Petitions,Fezile Bhengu,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/554,za.org.pa.www/core_organisation/222,Member,
Portfolio Committee On Trade and Industry,Fikile Eunice Khumalo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/677,za.org.pa.www/core_organisation/107,Member,
Committee On Private Members' Legislative Proposals And Special Petitions,Fikile Eunice Khumalo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/677,za.org.pa.www/core_organisation/134,Member,
Social Development,Fikile Eunice Khumalo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/677,za.org.pa.www/core_organisation/238,Member,
Private Members' Legislative Proposals and Special Petitions,Fikile Eunice Khumalo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/677,za.org.pa.www/core_organisation/222,Member,
Arts and Culture,Foni Florence Mushwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/835,za.org.pa.www/core_organisation/164,Member,
Basic Education,Foni Florence Mushwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/835,za.org.pa.www/core_organisation/165,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Foni Florence Mushwana,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/835,za.org.pa.www/core_organisation/143,Member,
Labour,Frans Tlokwe Maserumule,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/748,za.org.pa.www/core_organisation/194,Member,
Select Committee On Economic Development,Freddie Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1019,za.org.pa.www/core_organisation/108,Member,
NCOP Economic Development,Freddie Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1019,za.org.pa.www/core_organisation/200,Chairperson,
NCOP Petitions and Private Members Legislative Proposals,Freddie Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1019,za.org.pa.www/core_organisation/205,Member,
NCOP Trade and International Relations,Freddie Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1019,za.org.pa.www/core_organisation/210,Member,
Ad Hoc Committee on General Intelligence Laws Amendment Bill (NCOP),Freddie Adams,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1019,za.org.pa.www/core_organisation/146,Member,
Portfolio Committee On Energy,Gaolaolwe Joseph Selau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/920,za.org.pa.www/core_organisation/100,Member,
Energy Portfolio Committee,Gaolaolwe Joseph Selau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/920,za.org.pa.www/core_organisation/176,Member,
Trade and Industry,Gaolaolwe Joseph Selau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/920,za.org.pa.www/core_organisation/244,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Gaolaolwe Joseph Selau,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/920,za.org.pa.www/core_organisation/143,Member,
NCOP Appropriations,Gauta George Mokgoro,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1055,za.org.pa.www/core_organisation/198,Member,
NCOP Finance,Gauta George Mokgoro,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1055,za.org.pa.www/core_organisation/202,Member,
NCOP Land and Environmental Affairs,Gauta George Mokgoro,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1055,za.org.pa.www/core_organisation/204,Member,
"NCOP Women, Children and People with Disabilities",Gauta George Mokgoro,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1055,za.org.pa.www/core_organisation/211,Member,
Sport and Recreation,Gelana Sarian Sindane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/932,za.org.pa.www/core_organisation/239,Member,
Trade and Industry,Geordin Gwyn Hill-Lewis,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/656,za.org.pa.www/core_organisation/244,Member,
Portfolio Committee On Labour,George Gaolatlhe Boinamo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/560,za.org.pa.www/core_organisation/130,Member,
Cooperative Governance and Traditional Affairs,George Gaolatlhe Boinamo,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/560,za.org.pa.www/core_organisation/171,Member,
Health,George Lekgetho,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/694,za.org.pa.www/core_organisation/180,Member,
Police,George Lekgetho,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/694,za.org.pa.www/core_organisation/216,Member,
Arts and Culture Committee,George Mari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885,za.org.pa.www/core_organisation/742,Committee Member,
Coop Gov & Trad Affairs,George Mari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885,za.org.pa.www/core_organisation/743,Committee Member,
Human Settlement Committee,George Mari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885,za.org.pa.www/core_organisation/748,Committee Member,
PMLPPP Committee,George Mari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885,za.org.pa.www/core_organisation/745,Alternate Member,
Transport Committee,George Mari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885,za.org.pa.www/core_organisation/737,Alternate Member,
Works Committee,George Mari,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1885,za.org.pa.www/core_organisation/751,Alternate Member,
Public Enterprises,Gerhardus Willem Koornhof,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/683,za.org.pa.www/core_organisation/227,Member,
Ethics and Members' Interest,Gerhardus Willem Koornhof,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/683,za.org.pa.www/core_organisation/177,Member,
Public Accounts,Gertroedh Saal,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/911,za.org.pa.www/core_organisation/225,Member,
Portfolio Committee On Public Enterprises,Gloria Mary Borman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/564,za.org.pa.www/core_organisation/101,Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Gloria Mary Borman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/564,za.org.pa.www/core_organisation/143,Member,
Public Enterprises,Gloria Mary Borman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/564,za.org.pa.www/core_organisation/227,Member,
Portfolio Committee On Human Settlements,Gloria Mary Borman,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/564,za.org.pa.www/core_organisation/128,Member,
Coop Gov & Trad Affairs,G.N. Swaartbooi,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1884,za.org.pa.www/core_organisation/743,Chair,
Coop Gov & Trad Affairs,G.N. Swaartbooi,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1884,za.org.pa.www/core_organisation/743,Committee Member,
Education Committee,G.N. Swaartbooi,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1884,za.org.pa.www/core_organisation/750,Committee Member,
Quality of Life Committee,G.N. Swaartbooi,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1884,za.org.pa.www/core_organisation/746,Committee Member,
Sports and Recreation Committee,G.N. Swaartbooi,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1884,za.org.pa.www/core_organisation/749,Alternate Member,
Higher Education,Goodwill Sbusiso Radebe,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/900,za.org.pa.www/core_organisation/181,Member,
Energy Portfolio Committee,Goodwill Sbusiso Radebe,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/900,za.org.pa.www/core_organisation/176,Member,
Portfolio Committee On Energy,Goodwill Sbusiso Radebe,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/900,za.org.pa.www/core_organisation/100,Member,
Sport and Recreation,Grace Kekulu Tseke,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/977,za.org.pa.www/core_organisation/239,Member,
"Women, Youth, Children and People with Disability",Grace Kekulu Tseke,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/977,za.org.pa.www/core_organisation/247,Member,
Home Affairs,Graham Brian Douglas Mc Intosh,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/773,za.org.pa.www/core_organisation/182,Member,
Trade and Industry,Graham Brian Douglas Mc Intosh,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/773,za.org.pa.www/core_organisation/244,Member,
Portfolio Committee On Mining,Graham Peter Dalziel Mac Kenzie,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/711,za.org.pa.www/core_organisation/94,Member,
Sport and Recreation,Graham Peter Dalziel Mac Kenzie,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/711,za.org.pa.www/core_organisation/239,Alternate Member,
Standing Committee on Appropriations,Graham Peter Dalziel Mac Kenzie,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/711,za.org.pa.www/core_organisation/136,Alternate Member,
Mining,Graham Peter Dalziel Mac Kenzie,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/711,za.org.pa.www/core_organisation/196,Alternate Member,
Gender Committee,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/680,Committee Member,
Public Accounts Committee,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/686,Committee Member,
Rules Committee,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/681,Committee Member,
Standing Committee on Community Safety,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/682,Committee Member,
Aesthetics Committee,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/678,Alternate Member,
Disabled and Youth Committee,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/685,Alternate Member,
Standing Committee on Agriculture and environmental Planning,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/687,Alternate Member,
Standing Committee on Premier,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/683,Committee Member,
Budget Committee,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/693,Committee Member,
Chairpersons’ Forum,Grant Christopher Ronald Haskin,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1394,za.org.pa.www/core_organisation/694,Committee Member,
Standing Committee on Appropriations,Grant Trevor Snell,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/946,za.org.pa.www/core_organisation/136,Member,
Constitutional Review Committee,Grant Trevor Snell,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/946,za.org.pa.www/core_organisation/170,Member,
Joint Committe on Delegated Legislation,Gregory David Schneemann,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/915,za.org.pa.www/core_organisation/187,Member,
Communications,Gregory David Schneemann,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/915,za.org.pa.www/core_organisation/169,Member,
Transport,Gregory Rudy Krumbock,,http://pmocl.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/688,za.org.pa.www/core_organisation/245,Member,
Portfolio Committee On International Relations and Co-operation,Hargreaves Tisetso Magama,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/720,za.org.pa.www/core_organisation/127,Member,
International Relations and Cooperation,Hargreaves Tisetso Magama,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/720,za.org.pa.www/core_organisation/186,Chairperson,
Arts and Culture,Helena Claudina Van Schalkwyk,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/990,za.org.pa.www/core_organisation/164,Member,
Rural Development and Land Reform,Helen Flora Matlanyane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/760,za.org.pa.www/core_organisation/236,Member,
Constitutional Review Committee,Helen Flora Matlanyane,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/760,za.org.pa.www/core_organisation/170,Member,
"Women, Youth, Children and People with Disability",Helen Lamoela,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/690,za.org.pa.www/core_organisation/247,Member,
Labour,Helen Line-Hendriks,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/697,za.org.pa.www/core_organisation/194,Member,
Science and Technology,Helen Line-Hendriks,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/697,za.org.pa.www/core_organisation/237,Member,
Water Affairs and Environmental Affairs,Helen Nonhlanhla Makhuba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/727,za.org.pa.www/core_organisation/246,Alternate Member,
"Women, Youth, Children and People with Disability",Helen Nonhlanhla Makhuba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/727,za.org.pa.www/core_organisation/247,Alternate Member,
Health,Helen Nonhlanhla Makhuba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/727,za.org.pa.www/core_organisation/180,Alternate Member,
Portfolio Committee On Communications,Helen Nonhlanhla Makhuba,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/727,za.org.pa.www/core_organisation/113,Member,
Chairpersons’ Forum,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/694,Committee Member,
Conduct Committee,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/679,Committee Member,
Petitions Committee,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/691,Committee Member,
Public Accounts Committee,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/686,Committee Member,
Rules Committee,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/681,Committee Member,
Standing Committee on Agriculture,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/704,Committee Member,
Standing Committee on Human Settlement,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/696,Committee Member,
Standing Committee on Local Government,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/698,Committee Member,
Aesthetics Committee,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/678,Alternate Member,
Budget Committee,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/693,Alternate Member,
Standing Committee on Local Government Oversight,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/697,Alternate Member,
Standing Committee on Finance and Economic Development Alt,Helmar Philip Geyer,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1399,za.org.pa.www/core_organisation/707,Committee Member,
Ad Hoc Committee on Code of Judicial Conduct and Regulations,Hendrik Cornelus Schmidt,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/914,za.org.pa.www/core_organisation/140,Member,
Constitutional Review Committee,Hendrik Cornelus Schmidt,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/914,za.org.pa.www/core_organisation/170,Member,
Portfolio Committee On Mining,Hendrik Cornelus Schmidt,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/914,za.org.pa.www/core_organisation/94,Member,
Mining,Hendrik Cornelus Schmidt,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/914,za.org.pa.www/core_organisation/196,Member,
NCOP Public Services,Hermanus Bernadus Groenewald,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1032,za.org.pa.www/core_organisation/206,Member,
"NCOP Women, Children and People with Disabilities",Hermanus Bernadus Groenewald,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1032,za.org.pa.www/core_organisation/211,Member,
Joint Committe on Delegated Legislation,Hermanus Bernadus Groenewald,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1032,za.org.pa.www/core_organisation/187,Member,
NCOP Labour and Public Enterprises,Hermanus Bernadus Groenewald,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1032,za.org.pa.www/core_organisation/203,Member,
Mining,Hildagrade Nikiwe Ndude,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/843,za.org.pa.www/core_organisation/196,Alternate Member,
Ad Hoc Committee on Coordinated Oversight on Service Delivery,Hildagrade Nikiwe Ndude,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/843,za.org.pa.www/core_organisation/143,Alternate Member,
Health,Hildah Sizakele Msweli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/827,za.org.pa.www/core_organisation/180,Alternate Member,
Joint Committee on HIV and AIDS,Hildah Sizakele Msweli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/827,za.org.pa.www/core_organisation/188,Alternate Member,
Basic Education,Hildah Sizakele Msweli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/827,za.org.pa.www/core_organisation/165,Alternate Member,
Arts and Culture,Hildah Sizakele Msweli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/827,za.org.pa.www/core_organisation/164,Alternate Member,
Conservation and Environment Committee,Henry Leach Combrinck,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1886,za.org.pa.www/core_organisation/735,Committee Member,
Human Settlement Committee,Henry Leach Combrinck,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1886,za.org.pa.www/core_organisation/748,Alternate Member,
Premier and Royal Household Committee,Henry Leach Combrinck,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1886,za.org.pa.www/core_organisation/738,Alternate Member,
Agriculture and Rural Development Committee,Henry Leach Combrinck,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1886,za.org.pa.www/core_organisation/733,Committee Member,
Works Committee,Henry Leach Combrinck,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/1886,za.org.pa.www/core_organisation/751,Alternate Member,
Defence and Military Veterans,Hlengiwe Christophina Mgabadeli,,http://za-new-import.popit.mysociety.org/api/v0.1/persons/za.org.pa.www/core_person/784,za.org.pa.www/core_organisation/174,Member,
