Status,TelephoneNumber,AlphaCode,Branches,RoleDescription,CustomerAlphaCode,FaxNumber,MasterID,EmailAddress,RegistrationNumber,LongName,PostalAddress,source_url,NatureOfBusiness,PhysicalAddress,Website
Current,+27 13 690 9911,EHS,,Equity Issuer,EHS,+27 13 690 9293,1190,general@evrazhighveld.co.za,1960/001900/06,EVRAZ HIGHVELD STEEL & VANADIUM LTD,PO Box 111     WITBANK 1035,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1190,"EVRAZ Highveld is a South African based vertically integrated iron ore, steel and vanadium slag producer,
listed on the JSE, trading under the symbol EHS.",Portion 93 of the farm Schoongezicht No.308 JS District eMalahleni    WITBANK 1039,http://www.evrazhighveld.co.za
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1190,,,
Current,+27 11 507 0300,SPJPM,,Sponsor,AM,+27 11 507 0351,790,ruben.x.govender@jpmorgan.com,1995/011815/07,JP Morgan Equities Ltd,Private Bag X9936     Sandton 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1190,,1  Fricker Road Cnr Fricker  and Hurlingham Road Illovo   Sandton 2196,http://www.jpmorgan.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1190,,,
Current,+27 12 307 5000,EXX,,Equity Issuer,EXX,+27 12 323 3400,2235,,2000/011076/06,EXXARO RESOURCES LIMITED,PO Box 9229     PRETORIA 0001,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2235,"Exxaro is one of the largest South Africa-based diversified resources groups, with interests in the coal, titanium dioxide, ferrous and energy markets and current business interests in South Africa, Botswana, Republic of the Congo, Inner Mongolia and Australia. The company is the second-largest coal producer in South Africa with current production of almost 40 million tonnes per annum (Mtpa), and is listed on the JSE Limited, where it is a constituent of both the Top 40 and Socially Responsible Investment (SRI) indices.",Exxaro Resources Limited Roger Dyason Road    PRETORIA WEST 0183,http://www.exxaro.com
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2235,,,
Current,+27 11 775 7000,SPDEU,,Sponsor,SPDEU,+27 11 775 7449,800,gail.bruce@db.com ,1995/011798/07,Deutsche Securities SA (Pty) Ltd,Private Bag X9933     SANDTON 2196,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2235,,3 Exchange Square 87 Maude Street    Johannesburg 2196,http://www.db.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2235,,,
Current,+27 11 471 1400,CLR,,Equity Issuer,CLOV,+27 11 471 1504,2992,,2003/030429/06,CLOVER INDUSTRIES LIMITED,PO Box 6161     WELTEVREDEN PARK 1715,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2992,"The procurement, production, marketing, sales and distribution of
branded consumer goods to customers on the African continent.",200 Constantia Drive Constantia Kloof    ROODEPOORT 1709,http://www.clover.co.za
Current,,E&Y,,Audit Firm,E&Y,,3680,,908201,ERNST & YOUNG INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2992,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2992,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2992,,,
Current,,BICA,,Interest Rate Issuer,CAC1,,3048,,2011/000000/00,Collateralised Auto receivables Secur 1 (Pty) Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3048,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3048,,,
Current,+27 11 8957688,BICS4,,Interest Rate Issuer,COMST4,,3229,arvana.singh@absacapital.com,2008/006435/07,COMMISSIONER STREET NO 4 LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3229,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3229,,,
Current,+27 11 722 7430,CIL,,Equity Issuer,CIL,+27 11 722 7431,2530,,2007/004935/07,CONSOLIDATED INFRASTRUCTURE GRP LTD,PO BOX 651455     BENMORE 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2530,"Turnkey constructor for the electricity
supply industry and supplier of heavy
building materials to the construction
industry",6A Sandown Valley Crescent Sandown    SANDTON 2196,http://www.ciglimited.co.za
Current,,PKF,,Audit Firm,PKF,,3668,,4720239187,PKF SOUTH AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2530,,,
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2530,,,
Current,+27 11 315 3000,FBR,,Equity Issuer,FBR,+27 11 315 0059,1830,investorrelations@famousbrands.co.za,1969/004875/06,FAMOUS BRANDS LIMITED,PO Box 2884     HALFWAY HOUSE 1685,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1830,"Famous Brands Limited is a holding company listed on the
JSE Limited under the category Consumer Services: Travel
and Leisure. Famous Brands Limited is Africa’s leading Quick
Service and Casual Dining Restaurant franchisor and also has
representation in the United Kingdom. The global footprint of
the Group now stands at 2 163 franchised restaurants spread
across South Africa, 15 other African countries and the United
Kingdom. Its franchise brand portfolio includes Steers, Wimpy,
Debonairs Pizza, Mugg & Bean, FishAways, Longhorn, House
of Coffees, Coffee Couture, Brazilian Café, tashas, KEG,
McGinty’s, O’Hagan’s, Giramundo, Vovo Telo, Milky Lane, Juicy
Lucy, The Brewers Guild, Blacksteer Home of Shisanyama,
Europa, Fego Caffé and Net Café. The Group manufactures
and supplies its franchisees, the retail trade and broader
hospitality industry with a wide range of meat, cheese, sauces,
bakery, ice-cream, coffee, other hot beverage products, fruit
juice and mineral water products.",478 James Crescent Halfway House    MIDRAND 1685,http://www.famousbrands.co.za
Current,,RBET,,Audit Firm,RBET,,3691,,900435,RSM BETTY & DICKSON,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1830,,,
Current,+27 11 721 7125,SPSTA,,Sponsor,STD,+27 86 5876824,791,natalie.di-sante@standardbank.co.za,1962/000738/06,THE STANDARD BANK OF SA LTD,PO Box 61690 Marshalltown    Johannesburg 2017,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1830,,3rd Floor East Wing 30 Baker Street Rosebank  Johannesburg 2196,http://www.standardbank.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1830,,,
Current,+27 11 510 0159,FCR,,Equity Issuer,FCR,+27 86 219 5701,3125,info@ferrumcrescent.com,A.C.N 097 532 137,FERRUM CRESCENT LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3125,"Ferrum Crescent Limited is an Australian company listed on the Australian Securities Exchange (ASX) and the AIM market of the London Stock Exchange.

The Company seeks to capitalise on the future demand for iron and steel worldwide by producing iron products in the Republic of South Africa, for both the domestic and the export markets. Ferrum Crescent will maximise the beneficiation of iron ore product locally in line with the objectives of the Mineral and Petroleum Resources Development Act 2002 (South Africa).",,http://www.ferrumcrescent.com
Current,+27 11 809 7500,SPSAS,,Sponsor,SPSAS,+27 11 809 7726,789,info@sasfin.com,1951/002280/06,Sasfin Bank Ltd,PO Box 299     Johannesburg 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3125,,29 Scott Street WAVERLEY    Johannesburg 2090,http://www.sasfin.com
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3125,,,
Current,+27 11 418 1793,CPV,,Interest Rate Issuer,CPV,+27 11 418 1263,3769,,2012/176922/06,CPV POWER PLANT NO.1 BOND SPV (RF) LTD,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3769,,,
Current,+27 11 721 8110,DSSBC,,Debt Sponsor,SCIB,+27 0865 876 949,3518,marita.koti@standardbank.co.za,1962/000738/06,STANDARD BANK OF SOUTH AFRICA LTD,PO Box 61344     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3769,,"3rd Floor, East, 30 Baker Rosebank   Johannesburg 2000",www.standardbank.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3769,,,
Current,+27 11 447 6044,CBH,,Equity Issuer,CBH,+27 11 447 5728,2462,,2005/008505/06,COUNTRY BIRD HOLDINGS LIMITED,P O Box 412523     CRAIGHALL 2024,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2462,,8 Melville Road Illovo    JOHANNESBURG 2196,http://cbh.co.za
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2462,,,
Current,+27 11 286 7000,SPINV,,Sponsor,INLP,+27 11 286 7966,783,rsmith@investec.co.za,1969/004763/06,Investec Bank Ltd ( Trading as Investec Securities and Investec Corporate Finance ),PO Box 785700     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2462,,100 Grayston Drive Sandown    SANDTON 2196,http://www.investec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2462,,,
Current,+27 12 460 7288,FGL,,Equity Issuer,FGL,+27 12 460 7285,2472,info@finbond.co.za,2001/015761/06,FINBOND GROUP LIMITED,PO Box 2127     BROOKLYN SQUARE 0075,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2472,"Finbond Group Limited is a leading South African Financial Services institution that specializes in the design and delivery of unique value and solution based savings, credit and insurance solutions tailored around depositor and borrower requirements rather than institutionalized policies and practices.",Bank Forum Building Corner Veale and Fehrsen Street Nieuw Muckleneuk Brooklyn  PRETORIA 0181,http://www.finbondlimited.co.za
Current,,KPMGI,,Audit Firm,KPMGI,,3676,,4620207565,KPMG INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2472,,,
Current,+27 11 459 1860,GRIND,,Sponsor,GRIND,+27 11 459 1872,2632,yaronz@grindrodbank.co.za,2008/12000/06,GRINDROD BANK LIMITED,PO Box 78011     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2472,,4th Floor Grindrod Tower 8A Protea Place   SANDTON 2146,http://www.grindrodbank.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2472,,,
Current,+27 87 741 5000,DCT,,Equity Issuer,DCT,+27 87 741 5100,2033,info@datacentrix.co.za,1998/006413/06,DATACENTRIX HOLDINGS LIMITED,PO Box 50722 Randjiesfontein    MIDRAND 1683,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2033,,"Sage Corporate Park North, 238 Roan Crescent Old Pretoria Road    MIDRAND 1682",http://www.datacentrix.co.za
Current,,SNVA,,Audit Firm,SNGIA,,3662,,646016,SIZWENTSALUBAGOBODO INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2033,,,
Current,+27 11 325 6363,MER,,Sponsor,MER,+27 11 325 6362,2636,info@merchantec.co.za,2008/014219/07,MERCHANTEC CAPITAL,PO Box 41480 Craighall    Johannesburg 2024,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2033,,"2nd Floor, North Block Hyde Park Office Towers Cnr 6th Road & Jan Smuts Avenue   Hyde Park 2196",http://www.merchantec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2033,,,
Current,+27 11 233 1000,DTC,,Equity Issuer,DTC,+27 11 233 3300,1835,info@datatec.co.za,1994/005004/06,DATATEC LIMITED,PO Box 76226     WENDYWOOD 2144,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1835,,"Ground Floor Sandown Chambers, Sandown Village 16 Maude Street Sandown  SANDTON 2164",http://www.datatec-group.com
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1835,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1835,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1835,,,
Current,+27 87 803 3582,DLTI,,Interest Rate Issuer,DLT,+27 86 504 1237,3819,,2002/005129/06,DELTA PROPERTY FUND LIMITED,"Postnet Suite 210, Private Bag X21     BRYNSTON 2021",https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3819,,Silver Stream Office Park 10 Muswell Road South Bryanston   JOHANNESBURG 2021,http://www.deltafund.co.za
Current,+27 11 294 4481,DSNCL,,Debt Sponsor,NED2,+27 11 295 4481,3511,BruceS@nedbankcapital.co.za,1966/010630/06,Nedbank Capital a division of Nedbanl Limited,PO Box 1144     Johannesburg 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3819,,"4th Floor, Block F 135 Rivonia Road    Sandown 2196",www.nedbankcapital.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3819,,,
Current,+27 87 80 33582,DLT,,Equity Issuer,DLT,,3554,,2002/005129/06,DELTA PROPERTY FUND LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3554,,,http://www.deltafund.co.za
Current,,BSAI,,Audit Firm,BSAI,,3675,,905526,BDO SOUTH AFRICA INCORPORATED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3554,,,http://www.bdo.co.za
Current,+27 11 294 4444,SPNED,,Sponsor,NBKE,+27 11 295 1111,810,doristh@nedbank.co.za,1951/000009/06,Nedbank Capital ( a division of Nedbank Ltd),PO Box 1144     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3554,,135 Rivonia Road Sandown    SANDTON 2196,http://www.nedbank.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3554,,,
Current,+61 08 9200 4465,FSE,,Equity Issuer,FRS,+61 08 9200 4469,2621,enquiries@firestoneenergy.net,ABN 058 436 794,FIRESTONE ENERGY LIMITED,PO Box 2579     BROOKLYN SQUARE 0075,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2621,"Firestone Energy Limited is an independent, Australian exploration and development company listed on the Australian Stock Exchange Ltd (ASX) and the Johannesburg Stock Exchange (JSE). Firestone Energy and Sekoko Coal (Pty) Ltd are in joint venture agreements whereby Firestone Energy can acquire participation interests in the Waterberg coal project located in Lephalale area, Limpopo Province, South Africa.",Level 2 1 Walker Avenue    WEST PERTH WA 6005,http://www.firestoneenergy.com.au
Current,+27 12 346 8540,SPRIV,,Sponsor,SPRIV,+27 12 346 8118,781,andrew@rivergroup.co.za,2000/025913/07,River Sponsors (Pty) Ltd,PO Box 1666     GROENKLOOF 0027,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2621,,2nd Floor 225 Veale Street Brooklyn   Pretoria 0181,http://www.rivergroup.ca
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2621,,,
Current,+27 11 780 33582,DELD,,Debt Issuer,DLT,+27 11 282 2525,3906,bronwyn@motseng.co.za,2002/005129/06,DELTA PROPERTY FUND LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3906,,,http://www.deltafund.co.za
Current,+27 11 721 8110,DSSBC,,Debt Sponsor,SCIB,+27 0865 876 949,3518,marita.koti@standardbank.co.za,1962/000738/06,STANDARD BANK OF SOUTH AFRICA LTD,PO Box 61344     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3906,,"3rd Floor, East, 30 Baker Rosebank   Johannesburg 2000",www.standardbank.co.za
Current,+27 12 6712896,BIDEN,,Interest Rate Issuer,DEN,+27 12 6712860,2701,mariusp@denel.co.za,1992/001337/07,DENEL SOC LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2701,,,http://www.denel.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2701,,,
Current,+27 011 7757000,DEUT,,Warrant Issuer,DEUT,+27 011 7757611,2227,,1973/006709/07,DEUTSCHE BANK AG,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2227,,,
Current,,STRA,,Transfer Secretary,STRA,,859,,1998/022242/06,Strate,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2227,,,
Current,+27 11 000 0000,FRII,,Interest Rate Issuer,FR1,+27 11 000 0000,3547,,1966/010753/06,FIRSTRAND BANK LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3547,,,http://www.firstrand.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3547,,,
Current,+27 11 282 1808,FSR,,Equity Issuer,FSR,+27 11 282 8088,1664,information@firstrand.co.za,1966/010753/06,FIRSTRAND LIMITED,PO Box 650149     BENMORE 2010,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1664,"FirstRand Limited is a public company and registered bank
controlling company. The Group provides banking, insurance
and investment products and services to retail, commercial,
corporate and public sector customers through its portfolio of
market-leading franchises; First National Bank (FNB), the retail
and commercial bank, Rand Merchant Bank (RMB), the
corporate and investment bank, WesBank, an instalment
finance provider, and Ashburton Investments, the Group’s
newly-established investment management business. FirstRand
Limited is the holding company of the FirstRand group of
companies and is listed on the securities exchange of JSE
Limited (JSE) (under Financial – Banks, share code: FSR) and
the Namibian Stock Exchange (NSX) (share code: FST).","4th Floor, 4 Merchant Place Cnr Rivonia Road & 1 Fredman Drive    SANDTON 2196",http://www.firstrand.co.za
Current,,D&T,,Audit Firm,D&T,,3679,,926973,DELOITTE & TOUCHE,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1664,,,
Current,,PWCIA,,Audit Firm,PWCIA,,3688,,901121,PRICEWATERHOUSECOOPERS INC,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1664,,,
Current,+27 11 282 8000,SPRAN,,Sponsor,RANM,+27 11 282 8008,785,sponsorteam@rmb.co.za,1929/001225/06,Rand Merchant Bank Corporate Finance Division,P O Box 786273     SANDTON 2146,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1664,,1 Merchant Place Cnr Fredman Drive & Rivonia Road Sandton   Johannesburg 2196,http://www.rmb.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1664,,,
Current,+27 11 3133744,BIDBS,,Interest Rate Issuer,DBS1,+27 11 2063744,2886,www.bernardm@dbsa.co.za,1600157FN,DEVELOPMENT BANK OF SOUTHERN AFRICA,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2886,,,http://www.dbsa.co.za
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2886,,,
Current,+44 207 3151 0970,DMC,,Equity Issuer,DMC,+44 207 3151 0971,2523,,05400982,DIAMONDCORP PLC,PO Box 6016 Kroonheuwel    KROONSTAD 9501,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2523,,Ruby Farm 691     KROONSTAD 9499,http://www.diamondcorp.plc.uk
Current,+27 11 1111111,PWLLP,,Audit Firm,PWLLP,+27 11 2222222,3966,email@mtn.com,,PRICEWATERHOUSECOOPERS LLP,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2523,,,http://
Current,+27 11 293 0000,FWX,,Equity Issuer,FWX,+27 86 610 1000,2148,support@foneworx.co.za,1997/010640/06,FONEWORX HOLDINGS LIMITED,PO Box 3386     PINEGOWRIE 2123,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2148,"FoneWorx Holding Limited is an investment holding company whose subsidiaries provide interactive telecommunication, swithching and business services, orientated around fixed and mobile networks.  These include a broad range of services to the FMCG (fast moving consumer goods)market, business community and media groups.  The financial position and general business review of the group is fully set out in the accompanying financial statements and Chief Executive Officer report and in the opinion of the directors, does not require any further comment.",1st Floor Corner Bram Fischer Drive and Will Scarlet Road Ferndale   RANDBURG 2194,http://www.foneworx.co.za
Current,+27 11 325 6363,MER,,Designated Advisor,MER,+27 11 325 6362,2637,info@merchantec.co.za,2008/014219/07,MERCHANTEC CAPITAL,PO Box 41480 Craighall    Johannesburg 2024,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2148,,"2nd Floor, North Block Hyde Park Office Towers Cnr 6th Road & Jan Smuts Avenue   Hyde Park 2196",http://www.merchantec.co.za
Current,+27 011 3707865,CSIS,,Transfer Secretary,CSIS,+27 011 8386496,843,,2004/003647/07,Computershare Investor Services (Pty) Ltd,P O BOX 62053     Marshalltown 2107,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2148,,,
Current,+27 21 532 6988,FCPD,,Equity Issuer,FCPD,+27 21 532 6999,1448,info@foord.co.za,1987/003591/06,FOORD COMPASS LIMITED,PO Box 135     HOWARD PLACE 7450,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=1448,,8 Forest Mews Forest Drive    PINELANDS 7405,http://www.foordcompass.co.za
Current,+27 12 450 2222,DGC,,Equity Issuer,DGC2,+27 12 450 2497,2110,info@digicore.co.za,1998/012601/06,DIGICORE HOLDINGS LIMITED,PO Box 68270     HIGHVELD PARK 0169,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2110,,"Digicore Building, Regency Office Park 9 Regency Drive Route 21 Corporate Park Irene Ext 30  CENTURION 0157",http://www.digicore.com
Current,,MAZ1,,Audit Firm,MAZ1,,3672,,2003/029561/07,Mazars Inc.,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=2110,,,
Current,+27 11 325 2112,DPL,,Equity Issuer,DPL,+27 11 325 7597,3035,,2005/013963/06,DIPULA INCOME FUND LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3035,,,http://dipula.co.za
Current,+27 11 283 0042,SPJAV,,Sponsor,SPJAV,+27 11 283 0065,784,sponsor@javacapital.co.za,2002/031862/07,Java Capital Trustees & Sponsors Pty Ltd,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3035,,2 Arnold Road Rosebank    Johannesburg 2196,http://www.javacapital.co.za
Current,+27 86 154 6572,LINK,,Transfer Secretary,LINK,+27 86 674 4381,857,info@linkmarketservices.co.za,2000/0072369/07,Link Market Services SA (Pty) Ltd,P O Box 4844     JOHANNESBURG 2000,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3035,,,
Current,,BIFIRE,,Interest Rate Issuer,BIFIRE,,3061,,2011/000017/00,FINTECH RECEIVABLES 2 (RF) LIMITED,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3061,,,
Current,+264 061 0227647,TRSC,,Transfer Secretary,TRSC,+264 061 0248531,854,,,Transfer Secretaries,P O Box 2410 Windhoek     ,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3061,,,
Current,+27 11 011 9000,FMC,,Equity Issuer,FMC,+27 11 011 9099,3046,info@forbescoal.com,002116278,FORBES & MANHATTAN COAL CORP,,https://www.jse.co.za/current-companies/listed-companies/issuer-profile?issuermasterid=3046,"Forbes Coal is a producer of both thermal and anthracite coal. The company has two producing
coal projects, namely the Magdalena mine and the Aviemore mine, located north of the town
of Dundee in the KwaZulu-Natal Province, South Africa.",,http://www.forbescoal.com
